Date,Close Price,Open,High,Low,Vol.,Change %
31-Dec-14,5411,"5,416.60","5,437.20","5,400.00",240.55M,-0.10%
1-Jan-15,5400,"5,411.00","5,412.00","5,387.00",56.70M,-0.20%
2-Jan-15,5435.9,"5,411.00","5,436.30","5,387.00",277.71M,0.66%
4-Jan-15,5455.7,"5,435.90","5,470.40","5,429.60",100.14M,0.36%
5-Jan-15,5450.3,"5,435.90","5,470.40","5,429.60",428.32M,-0.10%
6-Jan-15,5364.8,"5,450.30","5,450.30","5,338.60",569.61M,-1.57%
7-Jan-15,5353.6,"5,364.80","5,369.80","5,318.70",568.11M,-0.21%
8-Jan-15,5381.5,"5,353.60","5,395.80","5,353.60",615.25M,0.52%
9-Jan-15,5465.6,"5,381.50","5,465.60","5,381.50",552.13M,1.56%
11-Jan-15,5442.7,"5,465.60","5,465.60","5,424.00",78.17M,-0.42%
12-Jan-15,5422.7,"5,465.60","5,465.60","5,419.40",424.62M,-0.37%
13-Jan-15,5404.7,"5,422.70","5,422.70","5,373.70",518.47M,-0.33%
14-Jan-15,5353.6,"5,404.70","5,405.70","5,346.60",622.84M,-0.95%
15-Jan-15,5331.4,"5,353.60","5,353.60","5,303.70",682.07M,-0.41%
16-Jan-15,5299.2,"5,331.40","5,333.90","5,267.40",587.59M,-0.60%
18-Jan-15,5352.8,"5,299.20","5,362.20","5,299.20",100.57M,1.01%
19-Jan-15,5309.1,"5,299.20","5,372.40","5,299.20",543.93M,-0.82%
20-Jan-15,5307.7,"5,309.10","5,313.90","5,282.40",557.59M,-0.03%
21-Jan-15,5393.4,"5,307.70","5,393.40","5,307.70",598.16M,1.61%
22-Jan-15,5419.9,"5,393.40","5,432.40","5,393.40",683.97M,0.49%
23-Jan-15,5501.8,"5,419.90","5,501.80","5,419.90",591.09M,1.51%
26-Jan-15,5516.3,"5,501.80","5,521.50","5,497.30",155.13M,0.26%
27-Jan-15,5547.2,"5,501.80","5,547.20","5,497.30",685.34M,0.56%
28-Jan-15,5552.8,"5,547.20","5,559.10","5,521.20",609.35M,0.10%
29-Jan-15,5569.5,"5,552.80","5,576.20","5,518.60",701.80M,0.30%
30-Jan-15,5588.3,"5,569.50","5,619.50","5,569.50",887.25M,0.34%
1-Feb-15,5601.6,"5,594.40","5,617.50","5,591.10",106.84M,0.24%
2-Feb-15,5625.3,"5,588.30","5,639.40","5,588.30",563.66M,0.42%
3-Feb-15,5707.4,"5,625.30","5,717.50","5,625.30",760.39M,1.46%
4-Feb-15,5777.3,"5,707.40","5,805.10","5,707.40",950.70M,1.22%
5-Feb-15,5811,"5,777.30","5,819.10","5,757.90",694.49M,0.58%
6-Feb-15,5820.2,"5,811.00","5,850.90","5,809.50",571.62M,0.16%
8-Feb-15,5790.2,"5,803.50","5,813.60","5,790.20",449.54M,-0.52%
9-Feb-15,5814.9,"5,820.20","5,820.20","5,779.60",891.51M,0.43%
10-Feb-15,5800.6,"5,814.90","5,819.40","5,781.20",554.75M,-0.25%
11-Feb-15,5769.1,"5,800.60","5,818.90","5,757.40",602.28M,-0.54%
12-Feb-15,5743.6,"5,769.10","5,790.50","5,739.80",818.21M,-0.44%
13-Feb-15,5877.5,"5,743.60","5,893.50","5,743.60",753.74M,2.33%
15-Feb-15,5860.4,"5,891.70","5,893.40","5,858.00",182.39M,-0.29%
16-Feb-15,5888.7,"5,877.50","5,893.40","5,841.90",629.09M,0.48%
17-Feb-15,5858.2,"5,888.70","5,888.70","5,844.80",585.34M,-0.52%
18-Feb-15,5915.7,"5,858.20","5,915.70","5,845.60",800.97M,0.98%
19-Feb-15,5904.2,"5,915.70","5,946.80","5,889.50",681.26M,-0.19%
20-Feb-15,5881.5,"5,904.20","5,910.80","5,872.90",591.49M,-0.38%
22-Feb-15,5891.9,"5,885.10","5,891.90","5,869.20",156.45M,0.18%
23-Feb-15,5908,"5,881.50","5,915.80","5,869.20",639.10M,0.27%
24-Feb-15,5927,"5,908.00","5,930.40","5,884.80",733.87M,0.32%
25-Feb-15,5944.9,"5,927.00","5,955.50","5,914.50",788.04M,0.30%
26-Feb-15,5908.5,"5,944.90","5,944.90","5,900.00",778.31M,-0.61%
27-Feb-15,5928.8,"5,908.50","5,944.80","5,874.80",1.10B,0.34%
1-Mar-15,5966.5,"5,930.80","5,967.10","5,930.80",107.18M,0.64%
2-Mar-15,5958.9,"5,928.80","5,983.60","5,928.80",636.77M,-0.13%
3-Mar-15,5933.9,"5,958.90","5,996.90","5,903.20",714.43M,-0.42%
4-Mar-15,5901.6,"5,933.90","5,947.70","5,898.10",624.30M,-0.54%
5-Mar-15,5904.2,"5,901.60","5,904.20","5,869.20",682.06M,0.04%
6-Mar-15,5898.9,"5,904.20","5,916.40","5,870.70",598.33M,-0.09%
8-Mar-15,5855.7,"5,871.10","5,873.30","5,842.50",139.94M,-0.73%
9-Mar-15,5821.4,"5,898.90","5,898.90","5,814.70",636.35M,-0.59%
10-Mar-15,5824.2,"5,821.30","5,856.70","5,811.70",657.31M,0.05%
11-Mar-15,5793.2,"5,824.20","5,824.20","5,748.70",695.35M,-0.53%
12-Mar-15,5850.2,"5,793.20","5,855.30","5,786.30",641.09M,0.98%
13-Mar-15,5814.5,"5,850.20","5,855.10","5,799.00",585.44M,-0.61%
15-Mar-15,5764.3,"5,797.60","5,797.60","5,761.60",110.18M,-0.86%
16-Mar-15,5797.7,"5,814.50","5,814.50","5,761.60",501.88M,0.58%
17-Mar-15,5842.1,"5,797.70","5,863.40","5,797.70",614.70M,0.77%
18-Mar-15,5842.3,"5,842.10","5,845.30","5,788.60",732.94M,0.00%
19-Mar-15,5950.8,"5,842.30","5,953.30","5,842.30",1.13B,1.86%
20-Mar-15,5975.5,"5,945.60","5,979.80","5,927.90",1.29B,0.42%
22-Mar-15,5977.4,"5,978.20","5,995.00","5,971.00",99.11M,0.03%
23-Mar-15,5956.1,"5,975.50","5,995.00","5,951.50",490.37M,-0.36%
24-Mar-15,5969.1,"5,956.10","5,979.90","5,956.10",579.20M,0.22%
25-Mar-15,5973.3,"5,969.10","5,988.70","5,961.50",626.07M,0.07%
26-Mar-15,5879.1,"5,973.30","5,973.30","5,879.10",637.42M,-1.58%
27-Mar-15,5919.9,"5,879.10","5,933.20","5,877.10",655.12M,0.69%
29-Mar-15,5849.1,"5,910.80","5,910.80","5,848.80",230.72M,-1.20%
30-Mar-15,5846.1,"5,919.90","5,919.90","5,828.10",762.73M,-0.05%
31-Mar-15,5891.5,"5,846.10","5,931.50","5,846.10",714.25M,0.78%
1-Apr-15,5860.8,"5,891.50","5,891.50","5,843.90",683.72M,-0.52%
2-Apr-15,5898.6,"5,860.80","5,907.40","5,860.80",564.28M,0.64%
7-Apr-15,5926,"5,898.60","5,981.70","5,898.60",554.45M,0.46%
8-Apr-15,5960.7,"5,926.00","5,974.60","5,926.00",523.21M,0.59%
9-Apr-15,5932.2,"5,960.70","5,964.60","5,930.50",484.32M,-0.48%
10-Apr-15,5968.4,"5,932.20","5,968.40","5,926.00",398.79M,0.61%
13-Apr-15,5960.3,"5,968.40","5,996.40","5,959.50",426.62M,-0.14%
14-Apr-15,5946.6,"5,960.30","5,960.30","5,929.20",474.68M,-0.23%
15-Apr-15,5908.4,"5,946.60","5,958.90","5,893.70",593.55M,-0.64%
16-Apr-15,5947.5,"5,908.40","5,970.80","5,908.40",615.98M,0.66%
17-Apr-15,5877.9,"5,947.50","5,947.50","5,869.50",567.09M,-1.17%
20-Apr-15,5833.1,"5,877.90","5,877.90","5,807.80",489.93M,-0.76%
21-Apr-15,5872.3,"5,833.10","5,888.50","5,833.10",528.01M,0.67%
22-Apr-15,5837.5,"5,872.30","5,873.80","5,818.30",576.62M,-0.59%
23-Apr-15,5844.8,"5,837.50","5,849.10","5,825.90",580.15M,0.13%
24-Apr-15,5933.3,"5,844.80","5,935.00","5,844.80",662.39M,1.51%
27-Apr-15,5982.7,"5,933.30","5,985.60","5,933.30",549.57M,0.83%
28-Apr-15,5948.5,"5,982.70","5,984.20","5,948.50",561.80M,-0.57%
29-Apr-15,5838.6,"5,948.50","5,948.50","5,838.60",626.75M,-1.85%
30-Apr-15,5790,"5,838.60","5,838.60","5,749.90",715.34M,-0.83%
1-May-15,5814.4,"5,790.00","5,825.10","5,769.60",549.19M,0.42%
4-May-15,5827.5,"5,814.40","5,846.60","5,793.00",517.75M,0.23%
5-May-15,5826.5,"5,827.50","5,901.80","5,802.20",690.57M,-0.02%
6-May-15,5692.2,"5,826.50","5,826.50","5,692.20",693.22M,-2.30%
7-May-15,5645.7,"5,692.20","5,692.20","5,606.70",693.10M,-0.82%
8-May-15,5634.6,"5,645.70","5,689.10","5,634.60",523.36M,-0.20%
11-May-15,5625.2,"5,634.60","5,698.70","5,622.80",573.15M,-0.17%
12-May-15,5674.7,"5,627.60","5,685.00","5,616.00",799.48M,0.88%
13-May-15,5715.1,"5,674.70","5,717.10","5,668.60",648.30M,0.71%
14-May-15,5696.6,"5,715.10","5,715.10","5,663.50",653.03M,-0.32%
15-May-15,5735.5,"5,696.60","5,747.00","5,696.60",570.29M,0.68%
18-May-15,5659.2,"5,735.50","5,735.50","5,659.20",468.36M,-1.33%
19-May-15,5615.5,"5,658.90","5,673.30","5,611.20",605.58M,-0.77%
20-May-15,5610.3,"5,615.50","5,625.60","5,574.60",617.49M,-0.09%
21-May-15,5662.3,"5,610.30","5,665.80","5,610.30",796.46M,0.93%
22-May-15,5664.7,"5,662.30","5,692.10","5,655.10",468.03M,0.04%
25-May-15,5721.5,"5,664.70","5,733.30","5,664.70",453.68M,1.00%
26-May-15,5773.4,"5,721.50","5,775.30","5,721.50",494.05M,0.91%
27-May-15,5725.3,"5,773.40","5,773.40","5,716.00",633.41M,-0.83%
28-May-15,5713.1,"5,725.30","5,745.80","5,691.90",534.62M,-0.21%
29-May-15,5777.2,"5,713.10","5,803.00","5,713.10",1.18B,1.12%
1-Jun-15,5735.4,"5,777.20","5,777.20","5,682.10",490.33M,-0.72%
2-Jun-15,5636,"5,735.40","5,753.30","5,636.00",581.29M,-1.73%
3-Jun-15,5583.6,"5,636.00","5,640.50","5,575.20",670.92M,-0.93%
4-Jun-15,5504.3,"5,583.60","5,603.20","5,504.30",674.72M,-1.42%
5-Jun-15,5498.5,"5,504.30","5,529.90","5,470.00",554.94M,-0.11%
9-Jun-15,5471.3,"5,498.50","5,523.90","5,468.50",609.04M,-0.49%
10-Jun-15,5478.6,"5,471.30","5,485.10","5,453.10",566.64M,0.13%
11-Jun-15,5556.7,"5,478.60","5,556.70","5,478.60",564.23M,1.43%
12-Jun-15,5545.3,"5,556.70","5,556.70","5,528.90",515.48M,-0.21%
15-Jun-15,5538.8,"5,545.30","5,545.30","5,492.10",548.33M,-0.12%
16-Jun-15,5535.8,"5,538.80","5,574.20","5,527.70",638.54M,-0.05%
17-Jun-15,5595.4,"5,535.80","5,607.10","5,535.80",685.70M,1.08%
18-Jun-15,5524.9,"5,595.40","5,595.40","5,502.90",990.43M,-1.26%
19-Jun-15,5597,"5,524.90","5,612.20","5,524.90",1.13B,1.31%
22-Jun-15,5610.2,"5,597.00","5,612.60","5,568.20",583.02M,0.24%
23-Jun-15,5684.3,"5,610.20","5,690.40","5,610.20",659.61M,1.32%
24-Jun-15,5686.8,"5,684.30","5,705.80","5,679.50",611.74M,0.04%
25-Jun-15,5632.7,"5,686.80","5,686.80","5,632.70",617.95M,-0.95%
26-Jun-15,5545.9,"5,632.70","5,632.70","5,524.10",824.35M,-1.54%
29-Jun-15,5422.5,"5,545.90","5,545.90","5,414.30",697.77M,-2.23%
30-Jun-15,5459,"5,422.50","5,466.60","5,390.50",830.14M,0.67%
1-Jul-15,5515.7,"5,455.40","5,515.70","5,452.80",632.53M,1.04%
2-Jul-15,5599.8,"5,515.70","5,609.90","5,513.40",651.70M,1.52%
3-Jul-15,5538.3,"5,599.80","5,599.80","5,491.10",589.18M,-1.10%
6-Jul-15,5475,"5,538.30","5,538.30","5,436.40",452.86M,-1.14%
7-Jul-15,5581.4,"5,475.00","5,586.20","5,475.00",642.23M,1.94%
8-Jul-15,5469.5,"5,581.40","5,581.40","5,469.50",661.49M,-2.00%
9-Jul-15,5471,"5,469.50","5,491.20","5,383.70",641.95M,0.03%
10-Jul-15,5492,"5,471.00","5,528.40","5,471.00",510.49M,0.38%
13-Jul-15,5473.2,"5,492.00","5,543.30","5,451.10",442.98M,-0.34%
14-Jul-15,5577.4,"5,473.20","5,587.10","5,473.20",531.93M,1.90%
15-Jul-15,5636.2,"5,577.40","5,637.60","5,576.90",581.06M,1.05%
16-Jul-15,5669.6,"5,636.20","5,691.20","5,636.20",576.95M,0.59%
17-Jul-15,5670.1,"5,669.60","5,688.90","5,647.70",478.83M,0.01%
20-Jul-15,5686.9,"5,670.10","5,688.30","5,651.60",412.63M,0.30%
21-Jul-15,5706.7,"5,686.90","5,718.90","5,686.80",493.84M,0.35%
22-Jul-15,5614.6,"5,706.70","5,706.70","5,614.00",632.71M,-1.61%
23-Jul-15,5590.3,"5,614.60","5,617.50","5,586.20",546.34M,-0.43%
24-Jul-15,5566.1,"5,590.30","5,607.20","5,548.00",500.58M,-0.43%
27-Jul-15,5589.9,"5,565.90","5,589.90","5,538.00",426.59M,0.43%
28-Jul-15,5584.7,"5,589.90","5,607.10","5,530.90",648.48M,-0.09%
29-Jul-15,5624.2,"5,584.70","5,650.50","5,584.70",591.75M,0.71%
30-Jul-15,5669.5,"5,624.20","5,676.50","5,624.20",508.19M,0.81%
31-Jul-15,5699.2,"5,669.50","5,699.50","5,669.50",705.38M,0.52%
3-Aug-15,5679.3,"5,699.20","5,703.90","5,670.20",395.19M,-0.35%
4-Aug-15,5697.9,"5,679.30","5,727.70","5,659.40",683.04M,0.33%
5-Aug-15,5674,"5,697.90","5,700.60","5,640.00",636.43M,-0.42%
6-Aug-15,5610.1,"5,674.00","5,674.00","5,588.40",517.27M,-1.13%
7-Aug-15,5474.8,"5,610.10","5,610.10","5,474.80",563.97M,-2.41%
10-Aug-15,5509.2,"5,474.80","5,513.00","5,458.20",467.26M,0.63%
11-Aug-15,5473.2,"5,522.00","5,543.20","5,463.00",590.87M,-0.65%
12-Aug-15,5382.1,"5,473.10","5,480.50","5,364.70",745.52M,-1.66%
13-Aug-15,5387.9,"5,382.10","5,426.20","5,382.10",654.35M,0.11%
14-Aug-15,5356.5,"5,387.90","5,401.90","5,351.50",609.85M,-0.58%
17-Aug-15,5367.7,"5,356.50","5,397.00","5,356.50",445.08M,0.21%
18-Aug-15,5303.1,"5,367.70","5,387.80","5,303.10",715.47M,-1.20%
19-Aug-15,5380.2,"5,303.10","5,383.20","5,303.10",657.69M,1.45%
20-Aug-15,5288.6,"5,380.20","5,380.20","5,276.20",714.86M,-1.70%
21-Aug-15,5214.6,"5,288.60","5,288.60","5,171.50",991.50M,-1.40%
24-Aug-15,5001.3,"5,207.60","5,207.60","5,001.30",1.07B,-4.09%
25-Aug-15,5137.3,"5,001.30","5,151.70","4,928.30",1.24B,2.72%
26-Aug-15,5172.8,"5,137.30","5,179.20","5,051.40",1.17B,0.69%
27-Aug-15,5233.3,"5,172.80","5,268.80","5,172.80",775.12M,1.17%
28-Aug-15,5263.6,"5,233.30","5,305.00","5,228.60",894.40M,0.58%
31-Aug-15,5207,"5,263.60","5,263.60","5,159.40",930.35M,-1.08%
1-Sep-15,5096.4,"5,207.00","5,214.00","5,091.00",792.79M,-2.12%
2-Sep-15,5101.5,"5,096.40","5,103.90","5,015.00",880.70M,0.10%
3-Sep-15,5027.8,"5,101.50","5,175.30","5,027.80",740.36M,-1.44%
4-Sep-15,5040.6,"5,036.30","5,069.20","4,995.60",784.17M,0.25%
7-Sep-15,5030.4,"5,040.60","5,046.30","4,973.40",553.72M,-0.20%
8-Sep-15,5115.3,"5,030.40","5,115.30","5,030.40",595.98M,1.69%
9-Sep-15,5221.1,"5,115.20","5,221.10","5,115.20",826.35M,2.07%
10-Sep-15,5095,"5,221.10","5,221.10","5,088.70",1.06B,-2.42%
11-Sep-15,5071.1,"5,095.00","5,116.10","5,053.70",582.30M,-0.47%
14-Sep-15,5096.5,"5,071.10","5,132.40","5,068.90",639.47M,0.50%
15-Sep-15,5018.4,"5,096.50","5,103.50","5,017.80",703.80M,-1.53%
16-Sep-15,5098.9,"5,018.40","5,099.00","5,018.40",796.16M,1.60%
17-Sep-15,5146.8,"5,098.90","5,194.00","5,098.90",817.62M,0.94%
18-Sep-15,5170.5,"5,146.80","5,195.00","5,093.20",1.03B,0.46%
21-Sep-15,5066.2,"5,170.50","5,170.50","5,027.40",551.39M,-2.02%
22-Sep-15,5103.6,"5,066.20","5,125.00","5,066.20",540.59M,0.74%
23-Sep-15,4998.1,"5,103.60","5,103.60","4,988.80",677.07M,-2.07%
24-Sep-15,5071.7,"4,998.10","5,071.70","4,998.10",670.19M,1.47%
25-Sep-15,5042.1,"5,071.70","5,116.30","5,036.10",694.74M,-0.58%
28-Sep-15,5113.5,"5,042.10","5,113.50","5,031.80",518.31M,1.42%
29-Sep-15,4918.4,"5,098.80","5,098.80","4,918.40",787.99M,-3.82%
30-Sep-15,5021.6,"4,918.40","5,022.00","4,918.40",846.18M,2.10%
1-Oct-15,5112.1,"5,021.70","5,116.70","5,021.70",613.91M,1.80%
2-Oct-15,5052,"5,112.10","5,119.20","5,042.80",483.39M,-1.18%
4-Oct-15,5149.3,"5,071.50","5,149.30","5,069.00",57.03M,1.93%
5-Oct-15,5150.5,"5,052.00","5,153.60","5,052.00",317.64M,0.02%
6-Oct-15,5167.4,"5,151.10","5,220.00","5,151.10",577.61M,0.33%
7-Oct-15,5197.9,"5,167.40","5,197.90","5,136.30",636.72M,0.59%
8-Oct-15,5210.4,"5,197.90","5,256.00","5,197.90",662.53M,0.24%
9-Oct-15,5279.7,"5,210.40","5,284.00","5,210.40",654.21M,1.33%
11-Oct-15,5239.3,"5,279.00","5,279.80","5,236.90",100.14M,-0.77%
12-Oct-15,5232.9,"5,279.70","5,279.80","5,225.30",591.51M,-0.12%
13-Oct-15,5202.9,"5,232.90","5,232.90","5,173.30",632.58M,-0.57%
14-Oct-15,5197.3,"5,202.90","5,202.90","5,164.20",618.51M,-0.11%
15-Oct-15,5230,"5,197.30","5,238.90","5,197.30",619.91M,0.63%
16-Oct-15,5268.2,"5,230.00","5,294.30","5,230.00",609.73M,0.73%
18-Oct-15,5281,"5,267.90","5,294.00","5,261.60",88.32M,0.24%
19-Oct-15,5269.7,"5,268.20","5,294.00","5,254.90",537.46M,-0.21%
20-Oct-15,5235.6,"5,269.70","5,269.70","5,228.70",534.95M,-0.65%
21-Oct-15,5248.3,"5,235.60","5,260.00","5,195.40",549.84M,0.24%
22-Oct-15,5263.8,"5,248.30","5,264.70","5,217.60",556.02M,0.30%
23-Oct-15,5351.6,"5,263.80","5,374.50","5,263.80",701.01M,1.67%
25-Oct-15,5367.6,"5,368.40","5,384.80","5,365.20",94.62M,0.30%
26-Oct-15,5348,"5,351.60","5,384.80","5,346.50",492.12M,-0.37%
27-Oct-15,5346.2,"5,348.00","5,355.80","5,339.70",565.47M,-0.03%
28-Oct-15,5335.2,"5,346.20","5,354.90","5,319.40",554.24M,-0.21%
29-Oct-15,5266.9,"5,335.20","5,353.50","5,257.10",654.55M,-1.28%
30-Oct-15,5239.4,"5,266.90","5,266.90","5,204.00",778.23M,-0.52%
1-Nov-15,5209.9,"5,242.20","5,249.30","5,209.20",73.21M,-0.56%
2-Nov-15,5165.8,"5,239.40","5,249.30","5,162.70",499.39M,-0.85%
3-Nov-15,5239.2,"5,165.80","5,246.40","5,165.80",453.30M,1.42%
4-Nov-15,5242.3,"5,239.20","5,313.70","5,235.60",627.00M,0.06%
5-Nov-15,5193,"5,242.30","5,247.60","5,167.40",592.28M,-0.94%
6-Nov-15,5215,"5,171.20","5,216.60","5,152.80",584.77M,0.42%
8-Nov-15,5178.7,"5,201.30","5,203.00","5,172.60",87.77M,-0.70%
9-Nov-15,5119.5,"5,215.00","5,215.00","5,102.80",579.93M,-1.14%
10-Nov-15,5099.2,"5,119.50","5,119.50","5,047.00",753.20M,-0.40%
11-Nov-15,5122.6,"5,099.20","5,130.90","5,092.60",563.04M,0.46%
12-Nov-15,5125.7,"5,122.60","5,150.10","5,083.20",602.50M,0.06%
13-Nov-15,5051.3,"5,125.70","5,125.70","5,010.40",665.74M,-1.45%
15-Nov-15,5011.1,"5,020.90","5,020.90","4,979.20",103.36M,-0.80%
16-Nov-15,5003.8,"5,051.30","5,051.30","4,979.20",546.02M,-0.15%
17-Nov-15,5118.2,"5,003.80","5,118.20","5,003.80",653.28M,2.29%
18-Nov-15,5133.1,"5,118.20","5,145.50","5,082.70",591.43M,0.29%
19-Nov-15,5242.6,"5,133.10","5,242.60","5,133.10",670.71M,2.13%
20-Nov-15,5256.1,"5,242.60","5,272.00","5,231.00",600.44M,0.26%
22-Nov-15,5255.3,"5,253.60","5,267.20","5,244.00",98.99M,-0.02%
23-Nov-15,5276.4,"5,256.10","5,285.50","5,244.00",582.50M,0.40%
24-Nov-15,5226.4,"5,276.40","5,276.40","5,226.40",998.66M,-0.95%
25-Nov-15,5193.7,"5,226.40","5,231.20","5,192.10",591.86M,-0.63%
26-Nov-15,5210.7,"5,193.70","5,253.60","5,185.80",608.42M,0.33%
27-Nov-15,5202.6,"5,210.70","5,258.60","5,195.40",654.89M,-0.16%
29-Nov-15,5206.9,"5,196.50","5,213.10","5,174.10",117.48M,0.08%
30-Nov-15,5166.5,"5,202.60","5,213.10","5,166.20",1.41B,-0.78%
1-Dec-15,5266.1,"5,166.50","5,279.30","5,166.50",871.26M,1.93%
2-Dec-15,5258.3,"5,266.10","5,269.30","5,237.50",691.70M,-0.15%
3-Dec-15,5227.7,"5,258.30","5,258.30","5,200.40",691.93M,-0.58%
4-Dec-15,5151.6,"5,227.70","5,227.70","5,117.60",681.94M,-1.46%
6-Dec-15,5215,"5,185.20","5,229.90","5,185.20",109.22M,1.23%
7-Dec-15,5155.7,"5,151.60","5,229.90","5,151.60",718.22M,-1.14%
8-Dec-15,5108.6,"5,155.70","5,155.70","5,096.70",824.31M,-0.91%
9-Dec-15,5080.5,"5,108.60","5,119.50","5,069.60",723.95M,-0.55%
10-Dec-15,5037.7,"5,080.70","5,083.80","4,995.60",740.69M,-0.84%
11-Dec-15,5029.5,"5,037.70","5,067.40","5,015.30",629.59M,-0.16%
13-Dec-15,4950.2,"5,002.80","5,002.80","4,950.20",116.39M,-1.58%
14-Dec-15,4928.6,"5,029.50","5,029.50","4,928.00",692.90M,-0.44%
15-Dec-15,4909.6,"4,928.60","4,969.40","4,909.60",674.52M,-0.39%
16-Dec-15,5028.4,"4,909.60","5,028.40","4,909.60",855.71M,2.42%
17-Dec-15,5102,"5,028.40","5,129.10","5,028.40",1.00B,1.46%
18-Dec-15,5106.7,"5,102.00","5,112.70","5,026.60",1.12B,0.09%
20-Dec-15,5104.4,"5,093.50","5,126.30","5,083.20",74.59M,-0.05%
21-Dec-15,5109,"5,106.70","5,126.30","5,075.20",483.58M,0.09%
22-Dec-15,5116.7,"5,109.00","5,159.90","5,103.10",498.46M,0.15%
23-Dec-15,5141.8,"5,116.70","5,168.60","5,116.70",400.47M,0.49%
24-Dec-15,5207.6,"5,141.80","5,211.50","5,141.80",236.04M,1.28%
28-Dec-15,5219.3,"5,196.50","5,221.20","5,189.10",51.70M,0.22%
29-Dec-15,5267.3,"5,207.60","5,267.30","5,189.10",361.14M,0.92%
30-Dec-15,5319.9,"5,267.30","5,324.30","5,267.30",340.34M,1.00%
31-Dec-15,5295.9,"5,319.90","5,325.80","5,295.90",259.98M,-0.45%
3-Jan-16,5322.3,"5,295.40","5,325.10","5,274.90",56.88M,0.50%
4-Jan-16,5270.5,"5,295.90","5,331.40","5,263.80",366.63M,-0.97%
5-Jan-16,5184.4,"5,270.50","5,270.50","5,183.70",446.53M,-1.63%
6-Jan-16,5123.1,"5,184.40","5,191.10","5,094.80",519.04M,-1.18%
7-Jan-16,5010.3,"5,123.10","5,124.10","4,996.50",648.32M,-2.20%
8-Jan-16,4990.8,"5,010.30","5,034.30","4,940.30",642.31M,-0.39%
10-Jan-16,4906,"4,959.90","4,960.30","4,898.60",115.51M,-1.70%
11-Jan-16,4932.2,"4,990.80","4,990.80","4,880.10",600.00M,0.53%
12-Jan-16,4925.1,"4,932.20","4,983.70","4,910.70",629.07M,-0.14%
13-Jan-16,4987.4,"4,925.10","4,992.40","4,925.10",584.76M,1.26%
14-Jan-16,4909.4,"4,987.40","4,987.40","4,865.00",597.89M,-1.56%
15-Jan-16,4892.8,"4,929.80","4,997.10","4,870.30",563.35M,-0.34%
17-Jan-16,4852.8,"4,847.00","4,857.20","4,803.90",109.95M,-0.82%
18-Jan-16,4858.7,"4,869.20","4,892.80","4,803.90",529.16M,0.12%
19-Jan-16,4903.1,"4,857.30","4,903.10","4,840.20",539.06M,0.91%
20-Jan-16,4841.5,"4,903.10","4,930.10","4,836.80",670.63M,-1.26%
21-Jan-16,4864,"4,841.50","4,928.10","4,841.50",730.82M,0.46%
22-Jan-16,4916,"4,883.60","4,932.10","4,864.00",648.06M,1.07%
25-Jan-16,5006.6,"4,916.00","5,006.60","4,916.00",537.19M,1.84%
27-Jan-16,4946.4,"5,006.60","5,009.50","4,937.90",672.26M,-1.20%
28-Jan-16,4976.2,"4,946.40","4,988.90","4,909.40",650.36M,0.60%
29-Jan-16,5005.5,"4,976.20","5,008.50","4,947.60",813.06M,0.59%
1-Feb-16,5043.6,"5,005.50","5,073.00","5,005.50",644.03M,0.76%
2-Feb-16,4993.3,"5,043.60","5,045.40","4,982.20",608.40M,-1.00%
3-Feb-16,4876.8,"4,993.30","4,993.30","4,873.60",638.59M,-2.33%
4-Feb-16,4980.4,"4,876.80","4,989.40","4,876.80",758.32M,2.12%
5-Feb-16,4976.2,"4,980.40","4,983.30","4,932.90",709.73M,-0.08%
8-Feb-16,4975.4,"4,976.20","4,980.00","4,925.80",588.54M,-0.02%
9-Feb-16,4832.1,"4,975.40","4,975.40","4,826.90",793.92M,-2.88%
10-Feb-16,4775.7,"4,832.10","4,852.40","4,706.70",810.59M,-1.17%
11-Feb-16,4821.1,"4,775.70","4,821.10","4,770.70",604.28M,0.95%
12-Feb-16,4765.3,"4,821.10","4,821.10","4,760.30",694.40M,-1.16%
15-Feb-16,4843.5,"4,765.30","4,853.90","4,765.30",633.82M,1.64%
16-Feb-16,4910,"4,843.50","4,910.00","4,814.10",807.60M,1.37%
17-Feb-16,4882.1,"4,910.00","4,926.30","4,869.70",727.09M,-0.57%
18-Feb-16,4992,"4,882.10","4,992.60","4,882.10",880.21M,2.25%
19-Feb-16,4952.8,"4,992.00","4,992.00","4,937.00",678.87M,-0.79%
22-Feb-16,5001.2,"4,952.80","5,007.40","4,949.20",660.69M,0.98%
23-Feb-16,4979.6,"5,001.20","5,035.60","4,969.40",760.54M,-0.43%
24-Feb-16,4875,"4,979.60","4,979.60","4,861.90",733.29M,-2.10%
25-Feb-16,4881.2,"4,875.00","4,902.00","4,844.30",768.54M,0.13%
26-Feb-16,4880,"4,881.20","4,897.10","4,838.30",692.49M,-0.02%
29-Feb-16,4880.9,"4,880.00","4,925.70","4,878.80",789.30M,0.02%
1-Mar-16,4922.3,"4,880.90","4,931.70","4,868.10",800.84M,0.85%
2-Mar-16,5021.2,"4,922.30","5,047.00","4,922.30",829.74M,2.01%
3-Mar-16,5081.1,"5,021.20","5,081.10","5,021.20",882.06M,1.19%
4-Mar-16,5090,"5,081.10","5,105.00","5,081.10",770.82M,0.18%
7-Mar-16,5142.8,"5,090.00","5,151.70","5,090.00",790.05M,1.04%
8-Mar-16,5108,"5,142.80","5,182.50","5,103.40",973.10M,-0.68%
